,title,singer,id,Genre,Lyric
9417,Buon,Hồ Hoàng Yến,,"Việt Nam, V-Pop","Hai tay anh ôm 
 Xương rồng rất đau 
 Đôi vai anh mang 
 Nỗi buồn rất lâu 
 Chân anh lang thang 
 Kiếm em ở khắp chốn 
 Nước mắt trào 
 Biết em giờ ở nơi đâu. 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại 
 Để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại, 
 để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Anh rất buồn... 
 Nhưng anh cũng chẳng còn em."
9418,Buon,Lệ Quyên,,"Việt Nam, V-Pop","Hai tay anh ôm 
 Xương rồng rất đau 
 Đôi vai anh mang 
 Nỗi buồn rất lâu 
 Chân anh lang thang 
 Kiếm em ở khắp chốn 
 Nước mắt trào 
 Biết em giờ ở nơi đâu. 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại 
 Để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại, 
 để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Anh rất buồn... 
 Nhưng anh cũng chẳng còn em."
9419,Buon,Uyên Linh,,"Việt Nam, V-Pop","Hai tay anh ôm 
 Xương rồng rất đau 
 Đôi vai anh mang 
 Nỗi buồn rất lâu 
 Chân anh lang thang 
 Kiếm em ở khắp chốn 
 Nước mắt trào 
 Biết em giờ ở nơi đâu. 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại 
 Để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Đôi khi cô đơn 
 Giết anh từng cơn em hỡi 
 Bao nhiêu nước mắt 
 Để đổi bình yên bên em 
 Sao bao lâu quen 
 Tối nay mình anh lê bước 
 Anh ước gì 
 Cánh tay mình đừng buông ra 
 Chạy theo em ở phương trời xa lắm 
 Em ơi người ơi tình ơi 
 Chạy đi đâu để có niềm vui 
 Vùi chôn nỗi buồn 
 Hạ sang thu còn chưa kịp thay lá kia 
 Sao lòng em vội thay 
 Anh ở lại, 
 để ôm một mình nhớ thương 
 Ngày không em lòng anh tựa đông 
 Giá băng theo chiều tan màu mưa 
 Một lần xa vòng tay của em 
 Là bao bão lòng 
 Nhìn vào mắt của em giờ đây 
 Khóe mi anh lệ tuôn thầm cay 
 Anh rất buồn 
 Nhưng không biết phải làm sao 
 Anh rất buồn... 
 Nhưng anh cũng chẳng còn em."
9420,Buon Ga Nho (Tan Co),Phuong Lien,,,
9421,Buong Tay,Tăng Nhật Tuệ,,"Việt Nam, V-Pop","Ngày tháng êm đềm 
 giờ là quá khứ 
 Của một chuyện 
 tình buồn đã qua 
 Nói thế nào 
 anh cũng vẫn còn 
 yêu em nhiều 
 Lần cuối khi em 
 nhìn anh ấm áp 
 Đã trôi qua 
 rất lâu rồi 
 chẳng còn gì 
 là tiếc nuối 
 Những kỉ niệm trong 
 ánh mắt em 
 Em nhớ những lúc 
 khi ta mỉm cười nhìn nhau 
 Bao tiếng yêu dấu 
 không cần phải nói 
 Anh ngỡ như chúng mình 
 sẽ chẳng thể nào 
 lìa xa nhau 
 sẽ mãi bên nhau 
 Nào ngờ đâu sóng gió 
 xô tan những ước mơ 
 đầu khi vẫn bên nhau 
 Người yêu em lúc trước 
 trở về với những 
 ngọt ngào 
 em chưa thể quên 
 Giờ đành buông tay 
 kết thúc 
 Hay anh phải níu kéo 
 em về với những yêu thương 
 Giờ trái tim đã vỡ tan 
 theo tháng năm dài 
 bên nhau 
 Thế thôi anh sẽ chỉ 
 nhìn em quay lưng 
 Em nhớ những lúc 
 khi ta mỉm cười nhìn nhau 
 Bao tiếng yêu dấu 
 không cần phải nói 
 Anh ngỡ như chúng mình 
 sẽ chẳng thể nào 
 lìa xa nhau 
 sẽ mãi bên nhau 
 Nào ngờ đâu sóng gió 
 xô tan những ước mơ 
 đầu khi vẫn bên nhau 
 Người yêu em lúc trước 
 trở về với những 
 ngọt ngào 
 em chưa thể quên 
 Giờ đành buông tay 
 kết thúc 
 Hay anh phải níu kéo 
 em về với những yêu thương 
 Giờ trái tim đã vỡ tan 
 theo tháng năm dài 
 bên nhau 
 Thế thôi anh sẽ chỉ 
 nhìn em quay lưng 
 Nào ngờ đâu sóng gió 
 đã mang anh đi rồi 
 đi thật xa 
 Người yêu em lúc trước 
 trở về với những 
 ngọt ngào 
 em chưa thể quên 
 Giờ đành buông tay 
 kết thúc 
 Hay anh phải níu kéo 
 em về với những yêu thương 
 Giờ trái tim đã vỡ tan 
 theo tháng năm dài 
 bên nhau 
 Thế thôi anh sẽ chỉ 
 nhìn em 
 quay lưng"
9422,Burn,ELLIE GOULDING,,"Âu Mỹ, Electronic / Dance, Trance / House / Techno","Flash far I'm coming for ya"", ""You're gonna fill me like the summer"", 'Like the sun in your eyes 
 Hold tight another minute', ""Another hour baby imma' show you"", 'You can rely on me', ""I'll give you all you need"", 'In a small cloud tryna find ground 
 In a place where we belong', ""We don't have to dream"", 'To make it beautiful 
 Baby everything we do is beautiful 
 We can light a fire watch it everglow', ""We won't burn out we won't burn out"", ""We won't burn out we won't burn out"", ""We won't burn out we won't burn out"", ""Won't take a million dollars"", 'For us to have a kind of love 
 You only see in a dream', ""Wake up 'cause now you're in it"", 'I wanna show you 
 All the magic in the air 
 And tonight is free 
 It will be all you need 
 In a small cloud tryna find ground 
 In a place where we belong', ""We don't have to dream"", 'To make it beautiful 
 Baby everything we do is beautiful 
 We can light a fire watch it everglow', ""We won't burn out we won't burn out"", ""We won't burn out we won't burn out"", ""We won't burn out we won't burn out"", ""We won't burn out we won't burn out"
9423,Burnin Up,2 Chainz & Jessie J,,"Âu Mỹ, Rap / Hip Hop",
9424,Butterfly Fly Away,Miley Cyrus,,"Âu Mỹ, Pop, Alternative",
9425,Bước Chân Phiêu Bạt,Dạt Võ,,"Việt Nam, V-Pop","Độc bước tha hương 
 Rồi mai tôi lên đường 
 Rời xa nơi phố phường 
 Phiêu bạt đơn bóng cô liêu 
 Chân bước đi xa rời 
 Mong cố nhân vui vầy 
 Về chốn xa xôi 
 Đường gian nan chốn này 
 Rời xa bao kỷ niệm 
 Nao lòng đếm bước ngậm ngùi 
 Đường mịt mù, vời vợi tôi bước đi 
 Người ở lại, buồn đau khi vắng xa 
 Kiếp sống xa nhà đời lắm chua ngoa 
 Giá buốt từng cơn 
 Đong đầy nơi xứ xa 
 Thôi cách xa muôn trùng 
 Mong ước ta sum vầy 
 Hẹn ước hôm nao 
 Mình chung vui chén đầy 
 Bên nhau ngày trở lại 
 Rừng lệ mắt ướt ngày về 
 Xa cố nhân ly biệt 
 Phiêu bước chân phong trần 
 Độc bước tha hương 
 Rồi mai tôi lên đường 
 Rời xa nơi phố phường 
 Phiêu bạt đơn bóng cô liêu 
 Chân bước đi xa rời 
 Mong cố nhân vui vầy 
 Về chốn xa xôi 
 Đường gian nan chốn này 
 Rời xa bao kỷ niệm 
 Nao lòng đếm bước ngậm ngùi 
 Đường mịt mù, vời vợi tôi bước đi 
 Người ở lại, buồn đau khi vắng xa 
 Kiếp sống xa nhà đời lắm chua ngoa 
 Giá buốt từng cơn 
 Đong đầy nơi xứ xa 
 Thôi cách xa muôn trùng 
 Mong ước ta sum vầy 
 Hẹn ước hôm nao 
 Mình chung vui chén đầy 
 Bên nhau ngày trở lại 
 Rừng lệ mắt ướt ngày về 
 Hẹn ước hôm nao 
 Mình chung vui chén đầy 
 Bên nhau ngày trở lại 
 Rừng lệ mắt ướt ngày về"
9426,Bai Khong Ten So 3,Vũ Khanh,,"Việt Nam, Nhạc Trữ Tình","Rưng rưng lệ ướt mi 
 Chênh vênh một lối đi 
 Lang thang 
 Ngày tháng xuân thì 
 Ði đâu tìm kiếm chi 
 Vui đâu được mấy khi 
 Trăm năm đâu dài nữa 
 Vẫn như đang còn thơ 
 Vẫn mơ mộng mộng mơ 
 Vẫn ta xưa người cũ 
 Chỉ là một cơn gió 
 Theo tháng năm vật vờ 
 Rơi rụng vào hư vô 
 Rưng rưng lệ ướt mi 
 Chênh vênh một lối đi 
 Lang thang 
 Ngày tháng xuân thì 
 Ði đâu tìm kiếm chi 
 Vui đâu được mấy khi 
 Trăm năm đâu dài nữa 
 Vẫn như đang còn thơ 
 Vẫn mơ mộng mộng mơ 
 Vẫn ta xưa người cũ 
 Chỉ là một cơn gió 
 Theo tháng năm vật vờ 
 Rơi rụng vào hư vô 
 Tình yêu đến từ đâu 
 Bao giờ? 
 Tình yêu đến rồi đi 
 Bất ngờ 
 Ðời như vẫn còn đang 
 Ngóng chờ 
 Người sao vẫn còn nỡ 
 Hững hờ 
 Tình yêu đến từ đâu 
 Bao giờ? 
 Tình yêu đến rồi đi 
 Bất ngờ 
 Ðời như vẫn còn đang 
 Ngóng chờ 
 Người sao vẫn còn nỡ 
 Hững hờ"
9427,Bai Thanh Ca Buon,Elvis Phương,,"Việt Nam, Nhạc Trữ Tình","Bài thánh ca đó còn nhớ không em 
 Noel năm nào chúng mình có nhau 
 Long lanh sao trời đẹp thêm môi mắt 
 Áo trắng em bay như cánh thiên thần 
 Giọt môi hôn dưới tháp chuông ngân 
 Cùng nhau quỳ dưới chân Chúa cao sang 
 Xin cho đôi mình suốt đời có nhau 
 Vang trong đêm lạnh bài ca Thiên Chúa 
 Khẽ hát theo câu đêm thánh vô cùng 
 Ôi giọng hát em mênh mang buồn... 
 Rồi mùa giá buốt cũng qua mau 
 Lời hẹn đầu ai nhớ dài lâu 
 Rồi một chiều áo trắng thay màu 
 Em qua cầu xác pháo bay sau 
 Lời nguyện mình Chúa có nghe không 
 Sao bây giờ mình hoài xa vắng 
 Bao nhiêu đêm Chúa xuống dương gian 
 Bấy nhiêu lần anh nhớ người yêu 
 Rồi những đêm thánh đường đón Noel 
 Lang thang qua miền giáo đường dấu yêu 
 Tiếng thánh ca ngày xưa vang đêm tối 
 Nhớ quá đi thôi giọng hát ai buồn 
 Đêm thánh vô cùng lạnh giá hồn tôi ... 
 Bài thánh ca đó còn nhớ không em 
 Noel năm nào chúng mình có nhau 
 Long lanh sao trời đẹp thêm môi mắt 
 Áo trắng em bay như cánh thiên thần 
 Giọt môi hôn dưới tháp chuông ngân 
 Cùng nhau quỳ dưới chân Chúa cao sang 
 Xin cho đôi mình suốt đời có nhau 
 Vang trong đêm lạnh bài ca Thiên Chúa 
 Khẽ hát theo câu đêm thánh vô cùng 
 Ôi giọng hát em mênh mang buồn... 
 Rồi mùa giá buốt cũng qua mau 
 Lời hẹn đầu ai nhớ dài lâu 
 Rồi một chiều áo trắng thay màu 
 Em qua cầu xác pháo bay sau 
 Lời nguyện mình Chúa có nghe không 
 Sao bây giờ mình hoài xa vắng 
 Bao nhiêu đêm Chúa xuống dương gian 
 Bấy nhiêu lần anh nhớ người yêu 
 Rồi những đêm thánh đường đón Noel 
 Lang thang qua miền giáo đường dấu yêu 
 Tiếng thánh ca ngày xưa vang đêm tối 
 Nhớ quá đi thôi giọng hát ai buồn 
 Đêm thánh vô cùng lạnh giá hồn tôi ... 
 Tiếng thánh ca ngày xưa vang đêm tối 
 Nhớ quá đi thôi giọng hát ai buồn 
 Đêm thánh vô cùng 
 lạnh giá hồn tôi ..."
9428,Bai Tinh Ca Mua Dong,Lệ Thu & Dạ Nhất Yến,,"Việt Nam, Nhạc Trữ Tình","Tình còn mãi chờ mong 
 Thấp thoáng bóng em vợi xa 
 Hẹn hò sẽ vì nhau qua phong ba 
 Anh cố bước, đôi chân chậm quá 
 Ðể rồi sắp gặp nhau 
 Mới biết em không đợi nữa 
 Trời lại thêm mùa đông 
 Cho tuyết than trên đầu non 
 Kỷ niệm giăng ngập đêm nay trong mưa 
 Anh hứng nốt những giọt cuối mùa 
 Êm êm, ngoài kia nhạc đêm đông 
 Anh nhớ khi mặn nồng 
 Xin cảm ơn em một thời xuân 
 Giờ còn đâu mà mong 
 Cho chút duyên nghe còn ấm 
 Bài tình ca mùa đông 
 Hát mãi đôi môi lạnh căm 
 Lòng thì vẫn hẹn cơn đau nguôi ngoai 
 Sao nỗi nhớ mỗi ngày mỗi đầy 
 Bài tình ca mùa đông 
 Anh hát giữa đêm trời giá 
 Tình còn mãi chờ mong 
 Thấp thoáng bóng em vợi xa 
 Hẹn hò sẽ vì nhau qua phong ba 
 Anh cố bước, đôi chân chậm quá 
 Ðể rồi sắp gặp nhau 
 Mới biết em không đợi nữa 
 Trời lại thêm mùa đông 
 Cho tuyết than trên đầu non 
 Kỷ niệm giăng ngập đêm nay trong mưa 
 Anh hứng nốt những giọt cuối mùa 
 Êm êm, ngoài kia nhạc đêm đông 
 Anh nhớ khi mặn nồng 
 Xin cảm ơn em một thời xuân 
 Giờ còn đâu mà mong 
 Cho chút duyên nghe còn ấm 
 Bài tình ca mùa đông 
 Hát mãi đôi môi lạnh căm 
 Lòng thì vẫn hẹn cơn đau nguôi ngoai 
 Sao nỗi nhớ mỗi ngày mỗi đầy"
9429,Ban,Pha Lê,,"Việt Nam, V-Pop","Khi mà không còn yêu thì 
 Đêm nào ta cũng say vì 
 Không còn ai gọi ta về 
 Mau thật mau, đau thật đau 
 Căn nhà ta cùng thuê ở 
 Giờ đây đã có người thuê rồi 
 Người ta nhìn thật hạnh phúc 
 Bọn mình bơ vơ, thời mình ngu ngơ 
 Em thì quá bận với những khoản lo 
 Nhiều hôm ở công ty trễ lương 
 Thì tối ăn bánh mì 
 Bánh mì không, không có thịt luôn 
 Tay cầm đơn cầu mong 
 Anh có công việc mới 
 Phụ em lúc khó khăn 
 Những ngày tháng rất căng 
 Nhớ xưa còn nói nếu lúc mình giàu 
 Hai ta có nhà lầu 
 Và thêm xe hơi có đủ tất cả màu 
 Chiếc xe cùi bắp bể bánh ngoài đường 
 Hai ta thấy bình thường 
 Dù mồ hôi tuôn rơi 
 Nhưng có nhau đời thêm vui 
 Nhớ xưa mình thích những món lề đường 
 Hủ tiếu gõ và mì gói nước sôi 
 Thêm cái trứng gà 
 Đến nay điều ước cũng đã thành thật 
 Thành phố mỗi lúc càng chật 
 Ta mất nhau, dễ gì gặp lại nhau 
 Rối ren như trật tự giao thông đường phố 
 Lạc nhau rồi, thôi đừng cố 
 Đèn xanh, đèn đỏ rồi tới vàng 
 Dừng hay là chạy 
 Thì chuyện buồn ta vẫn mang 
 Tiếng rao thân thuộc 
 Của những quán quen xưa 
 Mỗi lần nghe thấy 
 Lòng như cắt, như cưa 
 Nhiều tiền anh biết 
 Bọn mình được ấm no 
 Mà tiền nhiều như thế 
 Nên tình cảm mình hóa tro 
 Ta sợ mình đói nên lao vào kiếm ăn 
 Rồi trái tim ta lạnh 
 Lạnh hơn một phiến băng 
 Ta vẫn chưa rõ 
 Tại sao mình thay đổi 
 Không ăn cùng nhau 
 Nhiều công việc nên hay vội 
 Có những bản nhạc 
 Không nên hát cùng nhau 
 Vì khi bài nhạc cất lên 
 Thì cả hai người cùng đau 
 Lúc nghèo rất vui 
 Những năm tháng thăng trầm ấy 
 Chứ không phải giống bây giờ 
 Anh mặc vest còn em diện váy đâu 
 Em thì quá bận với những khoản lo 
 Nhiều hôm ở công ty trễ lương 
 Thì tối ăn bánh mì 
 Bánh mì không, không có thịt luôn 
 Tay cầm đơn cầu mong 
 Anh có công việc mới 
 Phụ em lúc khó khăn 
 Những ngày tháng rất căng 
 Nhớ xưa còn nói nếu lúc mình giàu 
 Hai ta có nhà lầu 
 Và thêm xe hơi có đủ tất cả màu 
 Chiếc xe cùi bắp bể bánh ngoài đường 
 Hai ta thấy bình thường 
 Dù mồ hôi tuôn rơi 
 Nhưng có nhau đời thêm vui 
 Nhớ xưa mình thích những món lề đường 
 Hủ tiếu gõ và mì gói nước sôi 
 Thêm cái trứng gà 
 Đến nay điều ước cũng đã thành thật 
 Thành phố mỗi lúc càng chật 
 Ta mất nhau, câu chuyện cười thật đau 
 Em thì quá bận với những khoản lo 
 Nhiều hôm ở công ty trễ lương 
 Thì tối ăn bánh mì 
 Tay cầm đơn cầu mong 
 Anh có công việc mới 
 Phụ em lúc khó khăn 
 Những ngày tháng rất căng"
