id,title,singer
101332,Bước Ngoặc Tình Yêu,Lưu Gia Bảo
101337,Bước Qua Đời Nhau,Nguyễn Duy Hà
101339,"Bước Tình Hông, Qua Cầu Gió Bay",Ánh Minh & Đoàn Phi
101340,Bước Tình Hồng,Nguyễn Cao Kỳ Duyên & Nguyễn Hưng
101342,Bước Đời,Đại Nhân & Họa Mi
101345,Bướm Trắng (Remix),Quang Hà
101349,Bướm Trắng,Tuấn Vũ
101351,Be The Man,Hồ Quang Hiếu
101352,Beautiful Girl,Cường Seven & Mr A
101355,Because I Love You,Mr Minh Thái & Phan Đình Tùng
101356,Ben Ai Em Cũng Ngọt Ngào (Remix),Khánh Phương
101357,Bướm Đêm (Remix),Lý Hào Nam
101358,Bướm Đêm,Thái Châu
101361,Bạc Bẽo Tình Ơi,Trần Nhật Quang
101365,Bạc Liêu Hoài Cổ,Phi Nhung
101366,Bạc Trắng Lửa Hồng,Châu Nhật Thanh
101368,Bạc Trắng Lửa Hồng,Trường Vũ
101369,Bạc Trắng Lửa Hồng,Vũ Toàn
101370,Bạc Trắng Tình Đời (Remix),Dương Bửu Trung
101372,Bạc Tình,Khánh Hoàng
101374,Bạc Tình,Đàm Vĩnh Hưng & Hồng Ngọc
101376,Bạc Tình Ca,Vũ Tuấn
101377,Bạc Tình Lang,Ái Vân
101380,Bạn Sẽ Ở Bên Tôi,Trương Thảo Nhi & Yori Lipb & Nhung Gumiho
101381,Bạn Thân (Ton Meilleur Ami),Thanh Lan
101385,Bạn Tôi Em Cũng Khồng Chừa,Trương Vĩnh Toàn
101386,Bạn Và Bè (Remix),Quách Beem
101388,Bạn Và Tiền,Châu Gia Kiệt
101389,Bạn Và Tôi,Khánh Dư
101395,Bà Ca Hạnh Phúc (La Chanson D Orphee),Thanh Lan
101397,Bà Mẹ Quê,Hương Lan
101398,Bà Mẹ Quê,Như Quỳnh
101408,Bảy Ngày Đợi Mong,Bích Loan
101409,Bảy Ngày Đợi Mong,Trúc Mai & Y Phương
101410,Bảy Sắc Cầu Vòng,Lam Trường
101413,Bất Chợt Ta Nhìn Nhau,Ngọc Sơn
101415,Bất Cẩn,Lê Trọng Hiếu
101416,Bất Lực,Nguyễn Tuấn Hoàng & R.O.S.E
101421,Bần,Trường Vũ
101422,Bầu Trời Của Anh (Remix),Nguyễn Thành An
101424,Bầu Trời Của Em,Thúy Khanh
101425,Bật Dậy,Hà Thái Hoàng & Tân Rapper
101426,Bật Khóc,Hồng Dương M4U
101427,Bậu Còn Thương Dậu Mồng Tơi,Quang Trường
101428,Bậu Nhớ Người Thương,Cẩm Ly
101432,Bắc Hà Yêu Thương,Anh Thơ & Trong Tấn
101433,Bắc Kim Thang (Remix),Isaac & OnlyC
101434,Bắc Đẩu,Anh Khoa
101435,Bắt Sóng Cảm Xúc,Wanbi Tuấn Anh
101437,Bắt Đầu,Ánh Minh
101438,Bắt Đầu Lại Thôi,Khánh Loan
101442,Bằng Lòng Đi Em,Phi Nhung & Văn Sơn
101445,Bẽ Bàng,Diệp Thanh Thanh
101448,Bến Cảng Quê Hương,Bằng Kiều
101453,Bến Mơ,Mỹ Tâm
101456,Bến Quạnh Hiu,Nguyễn Khang
101458,Bến Sông Buồn,Quang Trường
101460,Bến Sông Chờ (Remix),Đào Phi Dương
101462,Bến Sông Xưa,Lương Nguyệt Anh
101465,Bến Thượng Hải,Doanh Doanh
101466,Bến Thượng Hải,Elvis Phương
101471,Bến Vắng Đò Ơi,Huỳnh Tấn Sang
101472,Bến Xuân (Dan Chim Viet),Kiều Hưng
101473,Búp Bê Chào Mi Áo,Vũ Hà
101475,Bước Tiếp Hay Quay Về (Remix),Nam Khang
101478,Bạn Thân,Mai Thanh Sơn & Quốc Khanh
101481,Bầu Trời Của Anh,Thành An
101482,Bắc Đẩu,Lâm Nhật Tiến & Nguyễn Hồng Nhung
101483,Bến Cũ Đò Xưa,Quách Sỹ Phú
101485,Bến Xuân,Nguyễn Hồng Nhung
101487,Bến Yêu Xưa Anh Vẫn Chờ,Minh Tuyết
101488,Bến Đà Giang,Hương Lan
101490,Bến Đợi,Tân Nhàn
101491,Bến Đợi Chờ (Remix),Minh Tuyết
101493,Bến Đợi Đò Trông,Tâm Đoan
101495,Bỏ Cả Thế Giới Để Yêu Một Người,Duyên Anh Idol
101496,Bỏ Lại,Nguyễn Quân
101503,Bỏ Quên Tình Yêu,Đan Kim
101504,Bỏ Đi Mà Sống,Aaron Hoàn
101505,Bố Mẹ Khoẻ Không,Lê Bảo Bình
101507,Bối Rối,Đông Nhi
101510,Bốn Màu Áo,Vũ Tuấn
101511,Bốn Mùa Thay Lá,Thi Nga
101512,Bốn Mùa Thay Lá,Thy Nga
101515,Bốn Mùa Yêu Chúa,Hà Bảo Thu
101517,Bốn Mắt Anh Thương,Cẩm Ly
101518,Bốn Mặt Anh Yêu,Cẩm Ly
101519,Bốn Ngàn Năm Rực Rỡ Gấm Hoa,Mỹ Tâm
101520,Bốn Ngã Đường Về,Phương Mai
101521,Bốn Ngãn Đường Quê Hương,Phương Mai
101522,Bốn Năm Ba Tháng Hai Ngày,Vĩnh Thiên Kim
101524,Bống Bống Bang Bang & Hai Cô Tiên,Trương Thảo Nhi & Yori (Lip B)
101525,Bống Bống Bang Bang,365 Band
101529,Bỗng Nhớ Giáo Đường,Ngọc Lan
101530,Bỗng Nhớ Giáo Đường,Tuấn Vũ
101531,Bỗng Nhớ Giáo Đường,Tường Nguyên
101532,Bỗng Nhớ Giáo Đường,Đặng Thế Luân
101533,Bỗng Nhớ Đường Chiều & Phút Giao Mùa,Thanh Thúy & Vũ Khanh
101534,Bỗng Nhớ Đường Chiều,Ngọc Đan Thanh & Trung Chính
101535,Bỗng Nhớ Đường Chiều,Y Phụng
101538,Bội Bạc,Mai Quốc Huy
101539,Bội Bạc,Trường Vũ
101542,Bới Vì Anh Yêu Đơn Phương,Nhật Tinh Anh
101545,Bờ Bến Thiên Đàng,Kaishi
101546,Bờ Cát Trắng,Thanh Trúc & Vũ Tuấn Đức
101549,Bờ Vai Dịu Êm,Lam Trường
101554,Bờ Đá Xanh Tả Tơi,Như Mai
101555,Bởi Anh Lầm,Lâm Chấn Khang
101556,Bởi Một Chữ Nghèo,Vboys
101560,Biết Anh Còn Yêu Em Không,Hồng Trúc
101561,Biết Anh Không Trở Về,Lưu Quang Anh
101569,Bởi Vì Yêu Em,Cao Tuấn Thiên
101570,Bởi Vì Đa Nghi (Remix),Đinh Kiến Phong
101572,Bởi Vì Đam Mê (Remix),Đinh Kiến Phong
101578,Bụi Đời,Trường Vũ
101579,Bức Họa Đồng Quê,ACM
101581,Bức Họa Đồng Quê,Thanh Thảo vs ACM
101583,Bức Thư Nước Mắt,Trương Lạc Quân
101584,Bức Thư Tình Không Tem,Vĩnh Thiên Kim
101587,Bức Tranh Hạnh Phúc,Y Jalin
101588,Bức Tranh Không Màu (Remix),Akira Phan
101594,Bức Tranh Vẽ Thiếu Nét,Cao Luân Vũ
101597,Bức Tranh Xuân Ngời,Hồ Ngọc Hà
101600,Bữa Cơm Tù,Quốc Nội
101605,Ca Dao Em Và Tôi,Vân Khánh
101609,Ca Khúc Mừng Xuân,Thanh Trúc & Philip Huy & Shayla
101610,Ca Khúc Ngày Mai,Chế Phương
101611,Ca Ngợi Quê Hương,Trang Thanh Lan & Quang Bình
101613,Cafe Giọt Đắng,Nini
101615,Cafe Một Mình,Hoàng Thanh
101616,Cafe Một Mình,Johnny Dũng & Minh Tuyết
101617,Cafe Một Mình,Ngọc Lễ & Phương Thảo
101618,Cafe Thuốc Là Và Những Ngày Vui,Thế Bảo
101620,Cafe Đắng Trở Lại,Huy Vũ
101622,Café Đắng,Hoàng Nam
101623,Cali Bên Bờ Hiu Quạnh,Kim Anh
101626,Can You Feel The Love Tonight,Elton John
101628,Canh Bạc Tình Yêu,Cao Trung
101631,Canh Hoa Tan,Hương Tràm
101632,Canh Hoa Tan,Nguyễn Hoàng Tuấn
101633,Canh Hoa Tan,Điền Thái Toàn
101634,Canve Chiều Buồn,Vũ Phong Vũ
101636,Bốn Mùa,Khả Tú
101638,Bỗng Nhớ Đường Chiều,Thúy Hà
101642,Bức Thư Tình Đầu Tiên,Tấn Minh
101644,Ca Khúc Trầm Hưởng,Nguyễn Sang
101645,Cafe Xì Tin,Đông Phương Tường
101646,Café Đắng,Hoàng Tâm
101647,Cao Cung Lên,Bích Hồng
101648,Cao Cung Lên,Elvis Phương
101649,Cao Cung Lên,Xuân Sơn
101650,Casablanca,Kim Ngọc Ánh
101651,Cause I Love You,Noo Phước Thịnh
101652,Cause I Love You,Pm Band
101654,Cay Đắng Bờ Môi,Hồng Trúc
101656,Cay Đắng Tình Đầu,Hạ Vy
101657,Cay Đắng Tình Đời,Hạ Vy
101658,Cay Đắng Tình Đời,Quế Trang
101659,Cay Đắng Tình Đời,Tâm Đoan
101663,Cha Mẹ Không Cho,Cường Dc & Thanh Ngọc
101665,Cha Tôi (Papa),Tam Ca Áo Trắng
101666,Cha Tôi,Hồ Quỳnh Hương & Hồ Quỳnh Tâm
101670,Cha Yêu,Hoài Vũ
101676,Chia Tay Ai Không BuồN (Remix),Kim Ny Ngoc
101689,Chia Tay Là Hết,Trương Phong
101690,Chia Tay Là Hết,Trương Đình Phong
101691,Chia Tay Là Hết,Tô Huân Vũ
101692,Chia Tay Là Tội Lỗi,Lý Hải & Lý Hoàng
101699,Chia Tay Sẽ Tốt Hơn,Hồng Dương M4U
101700,Chia Tay Sớm Bớt Đau Khổ (Remix),Helen Trần & Lương Gia Huy
101703,Chia Tay Thử,Triều Hải
101704,Chia Tay Trong Mưa (Remix),Hồ Quang Hiếu
101705,Chia Tay Trong Mưa (Remix),The Men
101707,Chia Tay Trong Mưa,Tú Quyên
101711,Chia Tay Tình Đầu,Mộng Ngọc
101712,Chia Tay Tình Đầu,Thanh Lam
101713,Chia Tay Tình Đầu,Tú Quyên
101715,Chia Tay Từ Một Phía,Triều Hải
101722,Chia Đôi Con Đường (Remix),Cao Trung
101723,Chia Đôi Con Đường,Cao Trung
101724,Chia Đôi Con Đường,Tân Khánh
101726,Chia Đôi Một Trái Tim,Minh Hằng & Thành Đại Siêu
101727,Chia Đôi Một Trái Tim,Minh Hằng & Tim
101729,Chim Sáo Xa Rồi,Tâm Đoan
101733,Cheri Cheri Lady,Modern Talking
101735,Cha Của Con (Remix),Ngô Huy Đồng
101736,Cha Yêu Con Con Trai,Phan Đình Tùng
101740,Chiếc Cầu Chiều Mưa,Yến Vy
101741,Chiếc Gậy Trường Sơn,Tốp Ca Quân Khu 7
101744,Chiếc Khăn Gió Ấm (Remix),Khánh Phương
101746,Chiếc Khăn Piêu,Anh Thơ
101747,Chiếc Khăn Piêu,Tùng Dương
101749,Chiếc Lá,Bằng Kiều & Hương Lý
101750,Chiếc Lá,Lý Long
101751,Chiếc Lá Cuối Cùng,Bảo Yến & Y Phương
101754,Chiếc Lá Cuối Thu,Lưu Gia Bảo
101767,Chiếc Nhẫn Cỏ,La Sương Sương
101769,Chiếc Nhẫn Ngày Xưa,Jimmi Jc Nguyễn
101770,Chiếc Nón Ba Tầm,Trọng Tấn
101773,Chiếc Thuyền Nan,HAT
101779,Chiếc Xe Lam Chiều,Trường Vũ
101782,Chiếc Xuồng Quê Hương,Đình Văn
101783,Chiếc Áo Bà Ba (Remix),Song Thư
101786,Chiếc Áo Bà Ba,Mai Lệ Quyên
101788,Chily Chacha,Phương Vy & Tommy Ngô
101793,Chiếc Áo Cô Đơn,Dương 565 & Phạm Trưởng
101794,Chiếc Áo Dài Quê Hương,Mạnh Đình
101795,Chiếc Áo Trao Tình,Hạnh Nguyễn
101796,Chiếc Áo Tắm Bé Nhỏ,Vy Vân
101797,Chiếc Ô Màu Xanh,Quỳnh Nga
101798,Chiếc Ô Ngăn Đôi,Tăng Phúc
101802,Chiều Biên Giới,Lan Anh & Tấn Minh
101803,Chiều Biển Vắng Thênh Thang,Quang Dũng
101804,Chiều Buồn,Ngọc Bích
101805,Chiều Buồn Nghe Vọng Kim Lang,Lê Sang
101806,Chiều Buồn Nghe Vọng Kim Lang,Yến Vy
101809,Chiều Cuối Năm,Mỹ Tâm
101810,Chiều Cuối Tuần,Cẩm Ly
101811,Chiều Cuối Tuần,Duy Khánh
101812,Chiều Cuối Tuần,Hoàng Oanh
101816,Chiều Cuối Tuần,Vương Bảo Tuấn
101817,Chiều Cố Đô,Hương Lan
101824,Chiều Hạ Vàng,Ngô Quốc Linh
101829,Chiều Lên Bản Thượng,Diệp Thanh Thanh & Mỹ Linh
101834,Chiều Mưa Hà Nội,Nguyễn Khang
101838,Chiều Mưa Tháng Bảy,Huy Tâm
101839,Chiều Mưa Xứ Dừa,Lê Sang
101840,Chiều Một Mình Qua Phố,Elvis Phương
101841,Chim Sáo Ngày Xưa,Quang Lê
101842,Chiếc Bóng Công Viên,Khả Tú
101848,Chiều Một Mình Qua Phố,Việt Hoa
101849,Chiều Một Mình Qua Phố,Đoàn Phi
101850,Chiều Nay Không Ai Đưa Về,Julie
101851,Chiều Nay Không Có Em,Don Hồ
101852,Chiều Nay Không Có Em,Lê Toàn
101854,Chiều Nghe Biển Hát,Thanh Hà
101855,Chiều Nghe Biển Khóc,Jimmi Jc Nguyễn
101856,Chiều Nhớ,Khánh Hà
101857,Chiều Nhớ,Thanh Hà
101860,Chiều Nắng,Tân Nhàn
101861,Chiều Nội Trú Bâng Khuâng,Tuấn Ngọc
101862,Chiều Phi Trường,Tốp Ca
101863,Chiều Phà Hậu Giang,Phi Nhung
101865,Chiều Qua Nghĩa Trang,Hương Kiều Loan
101870,Chiều Sông Thương,Anh Thơ
101871,Chiều Sông Và Em,Tú Quyên
101872,Chiều Sơn La,Thế Hưng
101873,Chiều Thu Sài Gòn Tango,5 Dòng Kẻ
101874,Chiều Thu Ấy,Sĩ Phú
101875,Chiều Trong Tù,Lâm Nhật Tiến
101876,Chiều Trên Phá Tam Giang,Hoàng Nam & Trúc Anh
101877,Chiều Trên Phá Tam Giang,Đoàn Thy & Quốc Tuấn
101878,Chiều Trên Phố Bolsa,Hoài Nam
101879,Chiều Trên Phố Buồn,Quốc Dũng
101880,Chiều Trên Phố Xưa,Nhật Đăng Huy
101881,Chiều Trên Đồi Thông,Thiên Trang
101882,Chiều Trên Đồi Vắng,Thái Châu
101887,Chiều Tây Hồ,Trịnh Nam Sơn
101889,Chiều Tím,Khánh Hà & Tuấn Ngọc
101890,Chiều Tím,Ngọc Lan
101895,Chiều Tối Vội Vàng,Đức Huy
101897,Chiều Vắng,Hải Lý
101898,Chiều Về Trên Sông,Nhã Thanh
101899,Chiều Winnepeg,Thanh Lan
101900,Chiều Xuân,Lam Trường
101902,Chiều Xuân,Thanh Lam
101903,Chiều Xuân Ra Suối,Trang Nhung
101906,Chiều Đông Matxcơva,5 Dòng Kẻ
101907,Chiều Đông Moscow,Nguyễn Khang
101908,Chiều Đồng Quê,Hạ Vy & Thái Châu
101910,Cho Anh Hát Lý Duyên Tình,Phi Nhung
101917,Cho Anh Xin Số Nhà (Remix),Đan Trường & Thanh Thảo
101918,Cho Anh Xin Số Nhà,Elvis Phương
101919,Cho Anh Xin Số Nhà,Hà Thanh Xuân & Phạm Tuấn Ngọc
101924,Cho Con,Phi Nhung
101926,Cho Dù Có Đi Nơi Đâu,Thái Châu
101928,Cho Em,Anh Tú
101929,Cho Em,Đoàn Duy Thanh
101930,Cho Em Bình Minh,Hoàng Hải Đăng
101932,Cho Em Lời Cuối,Nguyễn Khang
101939,Cho Em Một Lối Về,Xuân Thy
101940,Cho Em Một Lời Cuối,Phương Thanh
101941,Cho Em Một Ngày,Diễm Liên
101946,Chocolate,Trang Pháp
101950,Cho Em Ra Đi,Tiến Dũng
101952,Cho Em Tình Người,Chung Tử Lưu
101953,Cho Em Tình Yêu Và Ngăn Cách,Huy Tâm & Giao Linh
101955,Cho Em Được Mãi Yêu Anh,Ngọc Thúy
101956,Cho Hai Ta Một Lối Đi Riêng,Chương Đan & Lưu Chí Vỹ
101957,Cho Hỏi Vì Sao,Nguyên Vũ
101959,Cho Kỷ Niệm Mùa Đông,Y Phụng
101960,Cho Lần Cuối,Lệ Uyên Phương
101963,Cho Một Giấc Mơ (Remix),Kim Ny Ngoc
101965,Cho Một Lần Chia Ly,Việt Tú
101968,Cho Một Người Nằm Xuống,Duy Khánh
101969,Cho Một Người Nằm Xuống,Lệ Uyên Phương
101970,Chiều Làng Em,Tuấn Vũ
101971,Chiều Một Mình Qua Phố,Ngọc Hương
101976,Cho Anh Hát Lý Duyên Tình,Ngọc Chi
101978,Cho Em Lời Cuối,Tú Quyên
101979,Cho Em Ngày Nắng Xanh,Đàm Vĩnh Hưng
101980,Cho Kỷ Niệm Mùa Đông & Anh Biết Em Đi Chẳng Trở Về,Tuấn Vũ & Y Phụng
101982,Cho Ngày Mai Tươi Sáng,V.Music
101985,Cho Người Tình Nhỏ,Thiên Trang
101986,Cho Người Tình Nhỏ,Tâm Đoan
101992,Cho Nhau Lời Biệt Ly,Anh Tú & Ngọc Thúy
101993,Chon Vùi Nỗi Đau (Remix),Lưu Gia Bảo
101996,Cho Nhau Lời Nguyện Cầu,Quang Thành
101998,Cho Nhau Ngày Sau,Nhóm Tik Tik Tak
102002,Cho Nhẹ Lòng Hơn,Diệp Lâm Anh
102004,Cho Quên Thú Đau Thương (Main Dans La Main),Elvis Phương & Thanh Mai
102005,Cho Ta Gần Hơn,Chi Pu
102006,Cho Tim Mình Lý Do,The Men
102007,Cho Tình Lên Ngôi,Hiền Thục
102008,Cho Tình Lên Xanh (New Version),Nguyễn Duyên Quỳnh
102009,Cho Tình Yêu Lên Ngôi,Kim Thuỷ
102010,Cho Tôi Khóc Hết Mùa Thu,Quỳnh Lan
102011,Cho Tôi Lại Từ Đầu,Quang Dũng
102013,Cho Tôi Mơ,Elvis Phương
102014,Cho Tôi Một Cơ Hội,Lil Knight & Ưng Đại Vệ
102015,Cho Tôi Một Vé Về Tuổi Thơ,Nhiều Ca Sỹ
102016,Cho Tôi Trở Về Tuổi Thơ,Hoàng Bách
102017,Cho Tôi Đi Làm Mưa Với,Xuân Mai
102018,Cho Tôi Được Một Lần,Hương Lan
102027,Cho Vừa Lòng Em,Phương Mỹ Hạnh & Lê Minh Trung
102030,Cho Vừa Lòng Em,Đàm Vĩnh Hưng
102031,Cho Xin Sống Lại,Thế Vũ
102032,Cho Xin Sống Lại,Trường Vũ
102033,Cho Xin Sống Lại,Tuấn Vũ
102034,Cho Yêu Thương Quay Về,Ngân Khánh
102038,Cho Đời Tiếng Yêu (Remix),Băng Tình
102042,Chung Một Dòng Sông,Phi Nhung & Thái Châu
102045,Chung Tình,Phạm Quỳnh Anh
102048,Chung Vầng Trăng Đợi,Mai Hậu & Tuấn Cảnh
102050,Chung Đường Con Tim,Phước Hải
102051,Chuyên Tình Hoa Ngọc Lan,Hữu Khương
102052,Chuyên Tình Hoa Ngọc Lan,Ngọc Hồ
102053,Chuyến Bay Hạnh Phúc,Tốp Ca
102064,Chuyến Tàu Về Quê,Hoài Nam
102071,Chuyến Đò Hậu Giang,Châu Hà My
102072,Chuyến Đò Hậu Giang,Yến Vy
102075,Chuyến Đò Không Em,Hương Lan & Tuấn Vũ
102076,Chuyến Đò Không Em,Long Hồ & Thanh Thu
102079,Chuyến Đò Quê Hương,Anh Thơ & Quang Hào
102082,Chuyển Bến,Tuấn Ngọc
102083,Chuyện 3 Mùa Mưa,Trường Vũ
102084,Chuyện 3 Người,Thanh Tuyền
102086,Chuyện Ba Mùa Mưa,Băng Tâm
102089,Chuyện Ba Mùa Mưa,Trường Vũ
102090,Chuyện Ba Mùa Mưa,Tuấn Vũ & Băng Tâm
102092,Chuyện Ba Người,Chung Tử Lưu & Thanh Huyền
102095,Chuyện Buồn,Mỹ Tâm
102097,Chuyện Buồn Ngày Xuân,Hương Lan & Tuấn Vũ
102098,Chuyện Buồn Ngày Xuân,Mạnh Quỳnh
102099,Chuyện Buồn Ngày Xuân,Phi Nhung
102100,Chuyện Buồn Tháng 3,Isaac
102102,Chuyện Buồn Tình Yêu,Lưu Ánh Loan
102103,Chuyện Buồn Tình Yêu,Như Quỳnh & Thái Châu
102105,Chuyện Bình Thường,Trường Vũ
102109,Cho Tôi Được Một Lần,Lệ Thu
102110,Chung Đôi Vầng Trăng,Long Nhật
102112,Chuyện Bình Thường Đôi Ta,Đăng Khôi
102113,Chuyện Chiếc Cầu Đã Gãy,Thanh Thúy
102117,Chuyện Chúng Mình,Đặng Trí Trung & Hà My
102123,Chuyện Gió Mây (Remix),Nam Anh & Nam Du
102124,Chuyện Gì Đến Rồi Cũng Sẽ Đến,Nhật Đan
102125,Chuyện Gì Đến Sẽ Đến,Tố Như
102127,Chuyện Hoa Hồng,Phi Nhung
102128,Chuyện Hoa Tigon,Băng Tạ
102129,Chuyện Hoa Tigon,Diệp Thanh Thanh
102131,Chuyện Hôm Qua,Hoàng Hiệp
102132,Chuyện Hôm Qua Say,Đức Thịnh
102133,Chuyện Hôm Qua Đó,Ali Hoàng Dương
102134,Chuyện Hẹn Hò & Ai Nói Yêu Em Đêm Nay,Hồ Hoàng Yến & Nhật Trường
102136,Chuyện Hợp Tan,Hoài Nam
102137,Chuyện Hợp Tan,Ngọc Hải
102138,Chuyện Kể Riêng Tôi Một Mình,Cris Nguyen & Hiếu Viper
102143,Chuyện Mưa Mây,Hồng Trúc & Trường Vũ
102144,Chuyện Mưa Mây,Quang Lập
102145,Chuyện Mưa Mây,Trường Vũ
102146,Chuyện Một Dòng Sông,Quang Hào
102147,Chuyện Một Người Ra Đi,Trung Quân Idol
102166,Chuyện Người Lên Xe Hoa,Phi Nhung & Trường Vũ
102167,Chuyện Người Đàn Bà,Vũ Khanh
102168,Chuyện Người Đàn Bà 2000 Năm Trước,Thế Sơn
102169,Chuyện Người Đàn Bà Hai Ngàn Năm Trước,Vũ Khanh
102170,Chuyện Như Chưa Bắt Đầu,Mỹ Tâm
102173,Chuyện Nàng Hàng Xóm,Trường Vũ
102174,Chuyện Nàng Trinh Nữ Tên Thi (Remix),Hồ Quang Hiếu
102175,Chuyện Phim Buồn,Kiều Nga
102181,Chuyện Thường Tình,Chế Thanh & Phương Thủy
102196,Chuyện Tình Bảy Năm,Châu Gia Kiệt
102198,Chuyện Tình Chàng Fa,Phùng Ngọc Huy
102206,Chuyện Tình Cờ,Hoài Nam & Thanh Tuyền
102208,Chuyện Tình Của Tôi,Châu Nhật Thanh
102210,Chuyện Tình Hoa Bướm,Cẩm Ly
102212,Chuyện Tình Hoa Cát Đằng,Trung Hậu
102213,Chuyện Tình Hoa Mai,Đan Nguyên
102215,Chuyện Tình Hoa Muống Biển,Randy
102216,Chuyện Tình Hoa Mười Giờ,Hồ Quang 8
102219,Chuyện Tình Hoa Trắng,Như Quỳnh
102220,Chuyện Tình Hòa Pensee,Giao Linh & Tuấn Vũ
102223,Chuyện Tình Không Dĩ Vãng,Dương Đình Trí & Trang Thảo
102225,Chuyện Tình Không Suy Tư & Phố Đêm,Thiên Kim & Y Phương
102232,Chuyện Bình Thường Thôi Em,Lâm Chấn Huy
102233,Chuyện Gì Rồi Cũng Sẽ Đến,Nhất Đăng
102234,Chuyện Hẹn Hò,Đàm Vĩnh Hưng
102240,Chuyện Tình Của Biển,Trọng Tấn
102241,Chi Chi Chành Chành,Tốp Ca
102244,Chia Ly,Ngọc Huệ
102245,Chia Rẽ Đôi Nơi,Dân Ca Quan Họ Bắc Ninh
102246,Chia Tau Nhau Rồi,Hoàng Châu
102247,Chuyện Tình La Lan,Phi Nhung
102248,Chuyện Tình Lan Can,Akira Phan
102250,Chuyện Tình Lan Và Điệp 1,Trang Thanh Lan & Quang Bình
102251,Chuyện Tình Lan Và Điệp 2,Trang Thanh Lan
102252,Chuyện Tình Lan Và Điệp 3,Như Quỳnh
102254,Chuyện Tình Lan Và Điệp 4,Quách Tuấn Du
102255,Chuyện Tình Loài Hoa Biển,Chung Tử Lưu
102257,Chuyện Tình Lá Sầu Riêng,Phi Nhung
102259,Chuyện Tình Màu Hoa Tím,Mỹ Huyền
102261,Chuyện Tình Mùa Thu,Duy Linh
102262,Chuyện Tình Mùa Thu,Huỳnh Nguyễn Công & Dương Hồng Loan
102263,Chuyện Tình Mùa Đông,Quang Dũng
102266,Chuyện Tình Nghèo,Đức Huy
102267,Chuyện Tình Ngày Xưa,Trường Vũ
102268,Chuyện Tình Ngôi Sao Cô Đơn,Ngô Khải Hy
102270,Chuyện Tình Người Trinh Nữ Tên Thi,Mạnh Quỳnh
102271,Chuyện Tình Ngọc Uyên,Yến Vy
102273,Chuyện Tình Nhật Kim Anh,Nhật Kim Anh
102274,Chuyện Tình Nàng Nhật Kim Anh,Nhật Kim Anh
102275,Chuyện Tình Nàng Trinh Nữ Tên Thi (Remix),Đàm Vĩnh Hưng
102278,Chuyện Tình Nơi Làng Quê,Tuấn Vũ & Khả Tú
102279,Chuyện Tình Ong Bướm,Mai Quốc Huy
102280,Chuyện Tình Ong Bướm,Mộng Ngọc
102281,Cha,Đức Anh & Hồng Nhung & Như Ý
102282,Cha Cha Cha Buồn,Lê Tâm
102283,Chuyện Tình Ong Bướm,Randy
102284,Chuyện Tình Ong Bướm,Yến Vy
102289,Chuyện Tình Sông Hương,Thanh Ngọc
102290,Chuyện Tình Trinh Nữ Tên Thi,Sơn Ca
102291,Chuyện Tình Trên Bến Ô Lâu,Hồng Trúc
102297,Chuyện Tình Vườn Đậu,Phi Nhung
102301,Chuyện Tình Đan Áo,Hồng Trúc
102303,Chuyện Tình Đã Khép,Quỳnh Lan
102305,Chuyện Tình Đôi Thông Hai Mộ 2,Mạnh Quỳnh
102307,Chuyện Xui Gia,Kim Tử Long & Thành Lộc
102308,Chuyện Yêu Đương,Duy Linh & Yến Phương
102309,Chuyện Ông Đồ Già,Chung Tử Lưu
102312,Chuyện Đêm Mưa,Hồ Quang Lộc & Kim Linh
102314,Chuyện Đêm Mưa,Ngọc Đan Thanh
102317,Chuyện Đêm Mưa,Thế Vũ
102318,Chuyện Đêm Mưa,Trường Vũ
102323,Chuyện Đời,Lâm Hùng
102325,Chuyện Đời Công Nhân (Remix),Huỳnh Nhật Huy
102334,Chuột Yêu Gạo,Phạm Thanh Thảo
102337,Chàng Trai Bí Mật,Việt My
102338,Chàng Trai Chung Tình,Lâm Vũ
102339,Chàng Trai Của Tôi,Hồ Quỳnh Hương
102344,Chàng Trai Si Tình,Hoàng Thiên Long
102349,Chào Buổi Sáng Em Yêu,Quốc Thiên
102352,Chào Mùa Mới,Khắc Minh
102353,Chào Mùa Xuân Mới,Mandy Thanh Trúc
102354,Chào Mùa Xuân Mới,Thanh Trúc
102356,Chào Nắng Mới,Rainbow Boys
102358,Chào Tình Yêu,Vũ Thiên Phát
102359,Chào Xuân,Nhiều Ca Sỹ
102362,Chán Anh Ghê,Hạ Vy
102363,Chán Ngán,Cẩm Vân & TMT
102365,Cháng Béo Thuỷ Chung,Nguyễn Đình Vũ
102366,Cháu Hát Về Đảo Xa,Nhóm Hoa Hồng Nhỏ
102368,Chân Dung Kỷ Niệm,Phi Nhung
102372,Chân Quê,Quang Lê
102374,Cho Anh Hát Lý Duyên Tình,Mai Phương Thảo
102376,Chân Trời Tím,Elvis Phương
102378,Chân Tình (Remix),Hạ Vy
102385,Chén Đắng (Remix),Đàm Vĩnh Hưng
102387,Chén Đắng,Đàm Vĩnh Hưng & Hồng Ngọc
102388,Chìa Khoá Tình Yêu,Minh Tuyết
102389,Chìm Trong Muôn Thủa,Uyên Linh
102391,Chìm Vào Đôi Mắt,Bùi Vĩnh Phúc
102394,Chìm Đắm,Go On
102398,Chín Con Số Một Linh Hồn,Hồ Lệ Thu
