,title,singer,id,Genre,Lyric
469,Bóng Dáng Mùa Xuân,Đan Huy,,,
470,Bóng Dáng Người Yêu,Lâm Gia Minh,,,
471,Bóng Mấy Đời Tôi,Lam Anh,,,
472,Bóng Người Cùng Thôn,Mỹ Lệ,,,
473,Bóng Người Cùng Thôn,Trang Thanh Lan & Quang Bình,,,
474,Bóng Người Trong Mưa (Remix),Cát Tiên,,,
475,Bóng Núi Bên Sông,Anh Thơ,,,
476,Bóng Núi Trên Sông,Anh Thơ,,,
477,Bóng Nắng,Phương Hồng Quế,,,
478,Bóng Trăng Dần Trôi,Duy Mạnh,,,
479,Bóng Trăng Đang Dần Trôi (Remix),Duy Mạnh,,,
480,Bóng Tình,Việt Tú,,,
481,Bóng Tối,Nguyễn Hồng Nhung,,,
482,Bóng Tối Cô Đơn,Trịnh Lam,,,
483,Bóng Tối Ly Cafe,Xuân Phú,,,
484,Bông Bí Vàng,Phi Nhung,,,
485,Bông Hồng Cài Áo,Nguyễn Hưng,,,
486,Bông Hồng Trắng,Huỳnh Thật,,,
487,Bông Hồng Trắng,Trường Vũ,,,
488,Bông Tuyết Vô Hồn,Chí Nhân,,,
489,Bông Vạn Thọ,Quang Linh,,,
490,Bún Riêu Cua Đồng,Châu Minh,,,
491,Búp Bê Chao Mi Ao 2,Vũ Hà,,,
492,Bên Dòng Sông Cái,Minh Thư,,,
493,Bên Gối Mộng,Hồng Trúc,,,
494,Bên Nhau Đêm Nay (Dancing All Night) Samba,Nguyễn Cao Kỳ Duyên,,,
495,Bình Minh Sẽ Mang Anh Đi,Diễm Liên,,,
496,Bóng Dáng Mẹ Hiền,Nhật Thanh,,,
497,Bóng Người Trong Mưa,Cát Tiên,,,
498,Bước Chân Chia Xa,Hoàng Hải Đăng,,,
499,Bước Chân Kỷ Niệm,Hoàng Lan,,,
500,Bước Chân Lầm Lỡ,Châu Gia Kiệt,,,
501,Bước Chân Trên Dãy Trường Sơn,Trọng Tấn,,,
502,Bước Ngoặc Tình Yêu (Remix),Lưu Gia Bảo,,,
503,Bước Ngoặc Tình Yêu,Lưu Gia Bảo,,,
504,Bước Qua Đời Nhau,Nguyễn Duy Hà,,,
505,"Bước Tình Hông, Qua Cầu Gió Bay",Ánh Minh & Đoàn Phi,,,
506,Bước Tình Hồng,Nguyễn Cao Kỳ Duyên & Nguyễn Hưng,,,
507,Bước Đời,Đại Nhân & Họa Mi,,,
508,Bướm Trắng (Remix),Quang Hà,,,
509,Bướm Trắng,Tuấn Vũ,,,
510,Be The Man,Hồ Quang Hiếu,,,
511,Beautiful Girl,Cường Seven & Mr A,,,
512,Because I Love You,Mr Minh Thái & Phan Đình Tùng,,,
513,Ben Ai Em Cũng Ngọt Ngào (Remix),Khánh Phương,,,
514,Bướm Đêm (Remix),Lý Hào Nam,,,
515,Bướm Đêm,Thái Châu,,,
516,Bạc Bẽo Tình Ơi,Trần Nhật Quang,,,
517,Bạc Liêu Hoài Cổ,Phi Nhung,,,
518,Bạc Trắng Lửa Hồng,Châu Nhật Thanh,,,
519,Bạc Trắng Lửa Hồng,Trường Vũ,,,
520,Bạc Trắng Lửa Hồng,Vũ Toàn,,,
521,Bạc Trắng Tình Đời (Remix),Dương Bửu Trung,,,
522,Bạc Tình,Khánh Hoàng,,,
523,Bạc Tình,Đàm Vĩnh Hưng & Hồng Ngọc,,,
524,Bạc Tình Ca,Vũ Tuấn,,,
525,Bạc Tình Lang,Ái Vân,,,
526,Bạn Sẽ Ở Bên Tôi,Trương Thảo Nhi & Yori Lipb & Nhung Gumiho,,,
527,Bạn Thân (Ton Meilleur Ami),Thanh Lan,,,
528,Bạn Tôi Em Cũng Khồng Chừa,Trương Vĩnh Toàn,,,
529,Bạn Và Bè (Remix),Quách Beem,,,
530,Bạn Và Tiền,Châu Gia Kiệt,,,
531,Bạn Và Tôi,Khánh Dư,,,
532,Bà Ca Hạnh Phúc (La Chanson D Orphee),Thanh Lan,,,
533,Bà Mẹ Quê,Hương Lan,,,
534,Bà Mẹ Quê,Như Quỳnh,,,
535,Bảy Ngày Đợi Mong,Bích Loan,,,
536,Bảy Ngày Đợi Mong,Trúc Mai & Y Phương,,,
537,Bảy Sắc Cầu Vòng,Lam Trường,,,
538,Bất Chợt Ta Nhìn Nhau,Ngọc Sơn,,,
539,Bất Cẩn,Lê Trọng Hiếu,,,
540,Bất Lực,Nguyễn Tuấn Hoàng & R.O.S.E,,,
541,Bần,Trường Vũ,,,
542,Bầu Trời Của Anh (Remix),Nguyễn Thành An,,,
543,Bầu Trời Của Em,Thúy Khanh,,,
544,Bật Dậy,Hà Thái Hoàng & Tân Rapper,,,
545,Bật Khóc,Hồng Dương M4U,,,
546,Bậu Còn Thương Dậu Mồng Tơi,Quang Trường,,,
547,Bậu Nhớ Người Thương,Cẩm Ly,,,
548,Bắc Hà Yêu Thương,Anh Thơ & Trong Tấn,,,
549,Bắc Kim Thang (Remix),Isaac & OnlyC,,,
550,Bắc Đẩu,Anh Khoa,,,
551,Bắt Sóng Cảm Xúc,Wanbi Tuấn Anh,,,
552,Bắt Đầu,Ánh Minh,,,
553,Bắt Đầu Lại Thôi,Khánh Loan,,,
554,Bằng Lòng Đi Em,Phi Nhung & Văn Sơn,,,
555,Bẽ Bàng,Diệp Thanh Thanh,,,
556,Bến Cảng Quê Hương,Bằng Kiều,,,
557,Bến Mơ,Mỹ Tâm,,,
558,Bến Quạnh Hiu,Nguyễn Khang,,,
559,Bến Sông Buồn,Quang Trường,,,
560,Bến Sông Chờ (Remix),Đào Phi Dương,,,
561,Bến Sông Xưa,Lương Nguyệt Anh,,,
562,Bến Thượng Hải,Doanh Doanh,,,
563,Bến Thượng Hải,Elvis Phương,,,
564,Bến Vắng Đò Ơi,Huỳnh Tấn Sang,,,
565,Bến Xuân (Dan Chim Viet),Kiều Hưng,,,
566,Búp Bê Chào Mi Áo,Vũ Hà,,,
567,Bước Tiếp Hay Quay Về (Remix),Nam Khang,,,
568,Bạn Thân,Mai Thanh Sơn & Quốc Khanh,,,
569,Bầu Trời Của Anh,Thành An,,,
570,Bắc Đẩu,Lâm Nhật Tiến & Nguyễn Hồng Nhung,,,
571,Bến Cũ Đò Xưa,Quách Sỹ Phú,,,
572,Bến Xuân,Nguyễn Hồng Nhung,,,
573,Bến Yêu Xưa Anh Vẫn Chờ,Minh Tuyết,,,
574,Bến Đà Giang,Hương Lan,,,
575,Bến Đợi,Tân Nhàn,,,
576,Bến Đợi Chờ (Remix),Minh Tuyết,,,
577,Bến Đợi Đò Trông,Tâm Đoan,,,
578,Bỏ Cả Thế Giới Để Yêu Một Người,Duyên Anh Idol,,,
579,Bỏ Lại,Nguyễn Quân,,,
580,Bỏ Quên Tình Yêu,Đan Kim,,,
581,Bỏ Đi Mà Sống,Aaron Hoàn,,,
582,Bố Mẹ Khoẻ Không,Lê Bảo Bình,,,
583,Bối Rối,Đông Nhi,,,
584,Bốn Màu Áo,Vũ Tuấn,,,
585,Bốn Mùa Thay Lá,Thi Nga,,,
586,Bốn Mùa Thay Lá,Thy Nga,,,
587,Bốn Mùa Yêu Chúa,Hà Bảo Thu,,,
588,Bốn Mắt Anh Thương,Cẩm Ly,,,
589,Bốn Mặt Anh Yêu,Cẩm Ly,,,
590,Bốn Ngàn Năm Rực Rỡ Gấm Hoa,Mỹ Tâm,,,
591,Bốn Ngã Đường Về,Phương Mai,,,
592,Bốn Ngãn Đường Quê Hương,Phương Mai,,,
593,Bốn Năm Ba Tháng Hai Ngày,Vĩnh Thiên Kim,,,
594,Bống Bống Bang Bang & Hai Cô Tiên,Trương Thảo Nhi & Yori (Lip B),,,
595,Bống Bống Bang Bang,365 Band,,,
596,Bỗng Nhớ Giáo Đường,Ngọc Lan,,,
597,Bỗng Nhớ Giáo Đường,Tuấn Vũ,,,
598,Bỗng Nhớ Giáo Đường,Tường Nguyên,,,
599,Bỗng Nhớ Giáo Đường,Đặng Thế Luân,,,
600,Bỗng Nhớ Đường Chiều & Phút Giao Mùa,Thanh Thúy & Vũ Khanh,,,
601,Bỗng Nhớ Đường Chiều,Ngọc Đan Thanh & Trung Chính,,,
602,Bỗng Nhớ Đường Chiều,Y Phụng,,,
603,Bội Bạc,Mai Quốc Huy,,,
604,Bội Bạc,Trường Vũ,,,
605,Bới Vì Anh Yêu Đơn Phương,Nhật Tinh Anh,,,
606,Bờ Bến Thiên Đàng,Kaishi,,,
607,Bờ Cát Trắng,Thanh Trúc & Vũ Tuấn Đức,,,
608,Bờ Vai Dịu Êm,Lam Trường,,,
609,Bờ Đá Xanh Tả Tơi,Như Mai,,,
610,Bởi Anh Lầm,Lâm Chấn Khang,,,
611,Bởi Một Chữ Nghèo,Vboys,,,
612,Biết Anh Còn Yêu Em Không,Hồng Trúc,,,
613,Biết Anh Không Trở Về,Lưu Quang Anh,,,
614,Bởi Vì Yêu Em,Cao Tuấn Thiên,,,
615,Bởi Vì Đa Nghi (Remix),Đinh Kiến Phong,,,
616,Bởi Vì Đam Mê (Remix),Đinh Kiến Phong,,,
617,Bụi Đời,Trường Vũ,,,
618,Bức Họa Đồng Quê,ACM,,,
619,Bức Họa Đồng Quê,Thanh Thảo vs ACM,,,
620,Bức Thư Nước Mắt,Trương Lạc Quân,,,
621,Bức Thư Tình Không Tem,Vĩnh Thiên Kim,,,
622,Bức Tranh Hạnh Phúc,Y Jalin,,,
623,Bức Tranh Không Màu (Remix),Akira Phan,,,
624,Bức Tranh Vẽ Thiếu Nét,Cao Luân Vũ,,,
625,Bức Tranh Xuân Ngời,Hồ Ngọc Hà,,,
626,Bữa Cơm Tù,Quốc Nội,,,
627,Ca Dao Em Và Tôi,Vân Khánh,,,
628,Ca Khúc Mừng Xuân,Thanh Trúc & Philip Huy & Shayla,,,
629,Ca Khúc Ngày Mai,Chế Phương,,,
630,Ca Ngợi Quê Hương,Trang Thanh Lan & Quang Bình,,,
631,Cafe Giọt Đắng,Nini,,,
632,Cafe Một Mình,Hoàng Thanh,,,
633,Cafe Một Mình,Johnny Dũng & Minh Tuyết,,,
634,Cafe Một Mình,Ngọc Lễ & Phương Thảo,,,
635,Cafe Thuốc Là Và Những Ngày Vui,Thế Bảo,,,
636,Cafe Đắng Trở Lại,Huy Vũ,,,
637,Café Đắng,Hoàng Nam,,,
638,Cali Bên Bờ Hiu Quạnh,Kim Anh,,,
639,Can You Feel The Love Tonight,Elton John,,,
640,Canh Bạc Tình Yêu,Cao Trung,,,
641,Canh Hoa Tan,Hương Tràm,,,
642,Canh Hoa Tan,Nguyễn Hoàng Tuấn,,,
643,Canh Hoa Tan,Điền Thái Toàn,,,
644,Canve Chiều Buồn,Vũ Phong Vũ,,,
645,Bốn Mùa,Khả Tú,,,
646,Bỗng Nhớ Đường Chiều,Thúy Hà,,,
647,Bức Thư Tình Đầu Tiên,Tấn Minh,,,
648,Ca Khúc Trầm Hưởng,Nguyễn Sang,,,
649,Cafe Xì Tin,Đông Phương Tường,,,
650,Café Đắng,Hoàng Tâm,,,
651,Cao Cung Lên,Bích Hồng,,,
652,Cao Cung Lên,Elvis Phương,,,
653,Cao Cung Lên,Xuân Sơn,,,
654,Casablanca,Kim Ngọc Ánh,,,
655,Cause I Love You,Noo Phước Thịnh,,,
656,Cause I Love You,Pm Band,,,
657,Cay Đắng Bờ Môi,Hồng Trúc,,,
658,Cay Đắng Tình Đầu,Hạ Vy,,,
659,Cay Đắng Tình Đời,Hạ Vy,,,
660,Cay Đắng Tình Đời,Quế Trang,,,
661,Cay Đắng Tình Đời,Tâm Đoan,,,
662,Cha Mẹ Không Cho,Cường Dc & Thanh Ngọc,,,
663,Cha Tôi (Papa),Tam Ca Áo Trắng,,,
664,Cha Tôi,Hồ Quỳnh Hương & Hồ Quỳnh Tâm,,,
665,Cha Yêu,Hoài Vũ,,,
666,Chia Tay Ai Không BuồN (Remix),Kim Ny Ngoc,,,
667,Chia Tay Là Hết,Trương Phong,,,
668,Chia Tay Là Hết,Trương Đình Phong,,,
669,Chia Tay Là Hết,Tô Huân Vũ,,,
670,Chia Tay Là Tội Lỗi,Lý Hải & Lý Hoàng,,,
671,Chia Tay Sẽ Tốt Hơn,Hồng Dương M4U,,,
672,Chia Tay Sớm Bớt Đau Khổ (Remix),Helen Trần & Lương Gia Huy,,,
673,Chia Tay Thử,Triều Hải,,,
674,Chia Tay Trong Mưa (Remix),Hồ Quang Hiếu,,,
675,Chia Tay Trong Mưa (Remix),The Men,,,
676,Chia Tay Trong Mưa,Tú Quyên,,,
677,Chia Tay Tình Đầu,Mộng Ngọc,,,
678,Chia Tay Tình Đầu,Thanh Lam,,,
679,Chia Tay Tình Đầu,Tú Quyên,,,
680,Chia Tay Từ Một Phía,Triều Hải,,,
681,Chia Đôi Con Đường (Remix),Cao Trung,,,
682,Chia Đôi Con Đường,Cao Trung,,,
683,Chia Đôi Con Đường,Tân Khánh,,,
684,Chia Đôi Một Trái Tim,Minh Hằng & Thành Đại Siêu,,,
685,Chia Đôi Một Trái Tim,Minh Hằng & Tim,,,
686,Chim Sáo Xa Rồi,Tâm Đoan,,,
687,Cheri Cheri Lady,Modern Talking,,,
688,Cha Của Con (Remix),Ngô Huy Đồng,,,
689,Cha Yêu Con Con Trai,Phan Đình Tùng,,,
690,Chiếc Cầu Chiều Mưa,Yến Vy,,,
691,Chiếc Gậy Trường Sơn,Tốp Ca Quân Khu 7,,,
692,Chiếc Khăn Gió Ấm (Remix),Khánh Phương,,,
693,Chiếc Khăn Piêu,Anh Thơ,,,
694,Chiếc Khăn Piêu,Tùng Dương,,,
695,Chiếc Lá,Bằng Kiều & Hương Lý,,,
696,Chiếc Lá,Lý Long,,,
697,Chiếc Lá Cuối Cùng,Bảo Yến & Y Phương,,,
698,Chiếc Lá Cuối Thu,Lưu Gia Bảo,,,
699,Chiếc Nhẫn Cỏ,La Sương Sương,,,
700,Chiếc Nhẫn Ngày Xưa,Jimmi Jc Nguyễn,,,
701,Chiếc Nón Ba Tầm,Trọng Tấn,,,
702,Chiếc Thuyền Nan,HAT,,,
703,Chiếc Xe Lam Chiều,Trường Vũ,,,
704,Chiếc Xuồng Quê Hương,Đình Văn,,,
705,Chiếc Áo Bà Ba (Remix),Song Thư,,,
706,Chiếc Áo Bà Ba,Mai Lệ Quyên,,,
707,Chily Chacha,Phương Vy & Tommy Ngô,,,
708,Chiếc Áo Cô Đơn,Dương 565 & Phạm Trưởng,,,
709,Chiếc Áo Dài Quê Hương,Mạnh Đình,,,
710,Chiếc Áo Trao Tình,Hạnh Nguyễn,,,
711,Chiếc Áo Tắm Bé Nhỏ,Vy Vân,,,
712,Chiếc Ô Màu Xanh,Quỳnh Nga,,,
713,Chiếc Ô Ngăn Đôi,Tăng Phúc,,,
714,Chiều Biên Giới,Lan Anh & Tấn Minh,,,
715,Chiều Biển Vắng Thênh Thang,Quang Dũng,,,
716,Chiều Buồn,Ngọc Bích,,,
717,Chiều Buồn Nghe Vọng Kim Lang,Lê Sang,,,
718,Chiều Buồn Nghe Vọng Kim Lang,Yến Vy,,,
719,Chiều Cuối Năm,Mỹ Tâm,,,
720,Chiều Cuối Tuần,Cẩm Ly,,,
721,Chiều Cuối Tuần,Duy Khánh,,,
722,Chiều Cuối Tuần,Hoàng Oanh,,,
723,Chiều Cuối Tuần,Vương Bảo Tuấn,,,
724,Chiều Cố Đô,Hương Lan,,,
725,Chiều Hạ Vàng,Ngô Quốc Linh,,,
726,Chiều Lên Bản Thượng,Diệp Thanh Thanh & Mỹ Linh,,,
727,Chiều Mưa Hà Nội,Nguyễn Khang,,,
728,Chiều Mưa Tháng Bảy,Huy Tâm,,,
729,Chiều Mưa Xứ Dừa,Lê Sang,,,
730,Chiều Một Mình Qua Phố,Elvis Phương,,,
731,Chim Sáo Ngày Xưa,Quang Lê,,,
732,Chiếc Bóng Công Viên,Khả Tú,,,
733,Chiều Một Mình Qua Phố,Việt Hoa,,,
734,Chiều Một Mình Qua Phố,Đoàn Phi,,,
735,Chiều Nay Không Ai Đưa Về,Julie,,,
736,Chiều Nay Không Có Em,Don Hồ,,,
737,Chiều Nay Không Có Em,Lê Toàn,,,
738,Chiều Nghe Biển Hát,Thanh Hà,,,
739,Chiều Nghe Biển Khóc,Jimmi Jc Nguyễn,,,
740,Chiều Nhớ,Khánh Hà,,,
741,Chiều Nhớ,Thanh Hà,,,
742,Chiều Nắng,Tân Nhàn,,,
743,Chiều Nội Trú Bâng Khuâng,Tuấn Ngọc,,,
744,Chiều Phi Trường,Tốp Ca,,,
745,Chiều Phà Hậu Giang,Phi Nhung,,,
746,Chiều Qua Nghĩa Trang,Hương Kiều Loan,,,
747,Chiều Sông Thương,Anh Thơ,,,
748,Chiều Sông Và Em,Tú Quyên,,,
749,Chiều Sơn La,Thế Hưng,,,
750,Chiều Thu Sài Gòn Tango,5 Dòng Kẻ,,,
751,Chiều Thu Ấy,Sĩ Phú,,,
752,Chiều Trong Tù,Lâm Nhật Tiến,,,
753,Chiều Trên Phá Tam Giang,Hoàng Nam & Trúc Anh,,,
754,Chiều Trên Phá Tam Giang,Đoàn Thy & Quốc Tuấn,,,
755,Chiều Trên Phố Bolsa,Hoài Nam,,,
756,Chiều Trên Phố Buồn,Quốc Dũng,,,
757,Chiều Trên Phố Xưa,Nhật Đăng Huy,,,
758,Chiều Trên Đồi Thông,Thiên Trang,,,
759,Chiều Trên Đồi Vắng,Thái Châu,,,
760,Chiều Tây Hồ,Trịnh Nam Sơn,,,
761,Chiều Tím,Khánh Hà & Tuấn Ngọc,,,
762,Chiều Tím,Ngọc Lan,,,
763,Chiều Tối Vội Vàng,Đức Huy,,,
764,Chiều Vắng,Hải Lý,,,
765,Chiều Về Trên Sông,Nhã Thanh,,,
766,Chiều Winnepeg,Thanh Lan,,,
767,Chiều Xuân,Lam Trường,,,
768,Chiều Xuân,Thanh Lam,,,
769,Chiều Xuân Ra Suối,Trang Nhung,,,
770,Chiều Đông Matxcơva,5 Dòng Kẻ,,,
771,Chiều Đông Moscow,Nguyễn Khang,,,
772,Chiều Đồng Quê,Hạ Vy & Thái Châu,,,
773,Cho Anh Hát Lý Duyên Tình,Phi Nhung,,,
774,Cho Anh Xin Số Nhà (Remix),Đan Trường & Thanh Thảo,,,
775,Cho Anh Xin Số Nhà,Elvis Phương,,,
776,Cho Anh Xin Số Nhà,Hà Thanh Xuân & Phạm Tuấn Ngọc,,,
777,Cho Con,Phi Nhung,,,
778,Cho Dù Có Đi Nơi Đâu,Thái Châu,,,
779,Cho Em,Anh Tú,,,
780,Cho Em,Đoàn Duy Thanh,,,
781,Cho Em Bình Minh,Hoàng Hải Đăng,,,
782,Cho Em Lời Cuối,Nguyễn Khang,,,
783,Cho Em Một Lối Về,Xuân Thy,,,
784,Cho Em Một Lời Cuối,Phương Thanh,,,
785,Cho Em Một Ngày,Diễm Liên,,,
786,Chocolate,Trang Pháp,,,
787,Cho Em Ra Đi,Tiến Dũng,,,
788,Cho Em Tình Người,Chung Tử Lưu,,,
789,Cho Em Tình Yêu Và Ngăn Cách,Huy Tâm & Giao Linh,,,
790,Cho Em Được Mãi Yêu Anh,Ngọc Thúy,,,
791,Cho Hai Ta Một Lối Đi Riêng,Chương Đan & Lưu Chí Vỹ,,,
792,Cho Hỏi Vì Sao,Nguyên Vũ,,,
793,Cho Kỷ Niệm Mùa Đông,Y Phụng,,,
794,Cho Lần Cuối,Lệ Uyên Phương,,,
795,Cho Một Giấc Mơ (Remix),Kim Ny Ngoc,,,
796,Cho Một Lần Chia Ly,Việt Tú,,,
797,Cho Một Người Nằm Xuống,Duy Khánh,,,
798,Cho Một Người Nằm Xuống,Lệ Uyên Phương,,,
799,Chiều Làng Em,Tuấn Vũ,,,
800,Chiều Một Mình Qua Phố,Ngọc Hương,,,
801,Cho Anh Hát Lý Duyên Tình,Ngọc Chi,,,
802,Cho Em Lời Cuối,Tú Quyên,,,
803,Cho Em Ngày Nắng Xanh,Đàm Vĩnh Hưng,,,
804,Cho Kỷ Niệm Mùa Đông & Anh Biết Em Đi Chẳng Trở Về,Tuấn Vũ & Y Phụng,,,
805,Cho Ngày Mai Tươi Sáng,V.Music,,,
806,Cho Người Tình Nhỏ,Thiên Trang,,,
807,Cho Người Tình Nhỏ,Tâm Đoan,,,
808,Cho Nhau Lời Biệt Ly,Anh Tú & Ngọc Thúy,,,
809,Chon Vùi Nỗi Đau (Remix),Lưu Gia Bảo,,,
810,Cho Nhau Lời Nguyện Cầu,Quang Thành,,,
811,Cho Nhau Ngày Sau,Nhóm Tik Tik Tak,,,
812,Cho Nhẹ Lòng Hơn,Diệp Lâm Anh,,,
813,Cho Quên Thú Đau Thương (Main Dans La Main),Elvis Phương & Thanh Mai,,,
814,Cho Ta Gần Hơn,Chi Pu,,,
815,Cho Tim Mình Lý Do,The Men,,,
816,Cho Tình Lên Ngôi,Hiền Thục,,,
817,Cho Tình Lên Xanh (New Version),Nguyễn Duyên Quỳnh,,,
818,Cho Tình Yêu Lên Ngôi,Kim Thuỷ,,,
819,Cho Tôi Khóc Hết Mùa Thu,Quỳnh Lan,,,
820,Cho Tôi Lại Từ Đầu,Quang Dũng,,,
821,Cho Tôi Mơ,Elvis Phương,,,
822,Cho Tôi Một Cơ Hội,Lil Knight & Ưng Đại Vệ,,,
823,Cho Tôi Một Vé Về Tuổi Thơ,Nhiều Ca Sỹ,,,
824,Cho Tôi Trở Về Tuổi Thơ,Hoàng Bách,,,
825,Cho Tôi Đi Làm Mưa Với,Xuân Mai,,,
826,Cho Tôi Được Một Lần,Hương Lan,,,
827,Cho Vừa Lòng Em,Phương Mỹ Hạnh & Lê Minh Trung,,,
828,Cho Vừa Lòng Em,Đàm Vĩnh Hưng,,,
829,Cho Xin Sống Lại,Thế Vũ,,,
830,Cho Xin Sống Lại,Trường Vũ,,,
831,Cho Xin Sống Lại,Tuấn Vũ,,,
832,Cho Yêu Thương Quay Về,Ngân Khánh,,,
833,Cho Đời Tiếng Yêu (Remix),Băng Tình,,,
834,Chung Một Dòng Sông,Phi Nhung & Thái Châu,,,
835,Chung Tình,Phạm Quỳnh Anh,,,
836,Chung Vầng Trăng Đợi,Mai Hậu & Tuấn Cảnh,,,
837,Chung Đường Con Tim,Phước Hải,,,
838,Chuyên Tình Hoa Ngọc Lan,Hữu Khương,,,
839,Chuyên Tình Hoa Ngọc Lan,Ngọc Hồ,,,
840,Chuyến Bay Hạnh Phúc,Tốp Ca,,,
841,Chuyến Tàu Về Quê,Hoài Nam,,,
842,Chuyến Đò Hậu Giang,Châu Hà My,,,
843,Chuyến Đò Hậu Giang,Yến Vy,,,
844,Chuyến Đò Không Em,Hương Lan & Tuấn Vũ,,,
845,Chuyến Đò Không Em,Long Hồ & Thanh Thu,,,
846,Chuyến Đò Quê Hương,Anh Thơ & Quang Hào,,,
847,Chuyển Bến,Tuấn Ngọc,,,
848,Chuyện 3 Mùa Mưa,Trường Vũ,,,
849,Chuyện 3 Người,Thanh Tuyền,,,
850,Chuyện Ba Mùa Mưa,Băng Tâm,,,
851,Chuyện Ba Mùa Mưa,Trường Vũ,,,
852,Chuyện Ba Mùa Mưa,Tuấn Vũ & Băng Tâm,,,
853,Chuyện Ba Người,Chung Tử Lưu & Thanh Huyền,,,
854,Chuyện Buồn,Mỹ Tâm,,,
855,Chuyện Buồn Ngày Xuân,Hương Lan & Tuấn Vũ,,,
856,Chuyện Buồn Ngày Xuân,Mạnh Quỳnh,,,
857,Chuyện Buồn Ngày Xuân,Phi Nhung,,,
858,Chuyện Buồn Tháng 3,Isaac,,,
859,Chuyện Buồn Tình Yêu,Lưu Ánh Loan,,,
860,Chuyện Buồn Tình Yêu,Như Quỳnh & Thái Châu,,,
861,Chuyện Bình Thường,Trường Vũ,,,
862,Cho Tôi Được Một Lần,Lệ Thu,,,
863,Chung Đôi Vầng Trăng,Long Nhật,,,
864,Chuyện Bình Thường Đôi Ta,Đăng Khôi,,,
865,Chuyện Chiếc Cầu Đã Gãy,Thanh Thúy,,,
866,Chuyện Chúng Mình,Đặng Trí Trung & Hà My,,,
867,Chuyện Gió Mây (Remix),Nam Anh & Nam Du,,,
868,Chuyện Gì Đến Rồi Cũng Sẽ Đến,Nhật Đan,,,
869,Chuyện Gì Đến Sẽ Đến,Tố Như,,,
870,Chuyện Hoa Hồng,Phi Nhung,,,
871,Chuyện Hoa Tigon,Băng Tạ,,,
872,Chuyện Hoa Tigon,Diệp Thanh Thanh,,,
873,Chuyện Hôm Qua,Hoàng Hiệp,,,
874,Chuyện Hôm Qua Say,Đức Thịnh,,,
875,Chuyện Hôm Qua Đó,Ali Hoàng Dương,,,
876,Chuyện Hẹn Hò & Ai Nói Yêu Em Đêm Nay,Hồ Hoàng Yến & Nhật Trường,,,
877,Chuyện Hợp Tan,Hoài Nam,,,
878,Chuyện Hợp Tan,Ngọc Hải,,,
879,Chuyện Kể Riêng Tôi Một Mình,Cris Nguyen & Hiếu Viper,,,
880,Chuyện Mưa Mây,Hồng Trúc & Trường Vũ,,,
881,Chuyện Mưa Mây,Quang Lập,,,
882,Chuyện Mưa Mây,Trường Vũ,,,
883,Chuyện Một Dòng Sông,Quang Hào,,,
884,Chuyện Một Người Ra Đi,Trung Quân Idol,,,
885,Chuyện Người Lên Xe Hoa,Phi Nhung & Trường Vũ,,,
886,Chuyện Người Đàn Bà,Vũ Khanh,,,
887,Chuyện Người Đàn Bà 2000 Năm Trước,Thế Sơn,,,
888,Chuyện Người Đàn Bà Hai Ngàn Năm Trước,Vũ Khanh,,,
889,Chuyện Như Chưa Bắt Đầu,Mỹ Tâm,,,
890,Chuyện Nàng Hàng Xóm,Trường Vũ,,,
891,Chuyện Nàng Trinh Nữ Tên Thi (Remix),Hồ Quang Hiếu,,,
892,Chuyện Phim Buồn,Kiều Nga,,,
893,Chuyện Thường Tình,Chế Thanh & Phương Thủy,,,
894,Chuyện Tình Bảy Năm,Châu Gia Kiệt,,,
895,Chuyện Tình Chàng Fa,Phùng Ngọc Huy,,,
896,Chuyện Tình Cờ,Hoài Nam & Thanh Tuyền,,,
897,Chuyện Tình Của Tôi,Châu Nhật Thanh,,,
898,Chuyện Tình Hoa Bướm,Cẩm Ly,,,
899,Chuyện Tình Hoa Cát Đằng,Trung Hậu,,,
900,Chuyện Tình Hoa Mai,Đan Nguyên,,,
901,Chuyện Tình Hoa Muống Biển,Randy,,,
902,Chuyện Tình Hoa Mười Giờ,Hồ Quang 8,,,
903,Chuyện Tình Hoa Trắng,Như Quỳnh,,,
904,Chuyện Tình Hòa Pensee,Giao Linh & Tuấn Vũ,,,
905,Chuyện Tình Không Dĩ Vãng,Dương Đình Trí & Trang Thảo,,,
906,Chuyện Tình Không Suy Tư & Phố Đêm,Thiên Kim & Y Phương,,,
907,Chuyện Bình Thường Thôi Em,Lâm Chấn Huy,,,
908,Chuyện Gì Rồi Cũng Sẽ Đến,Nhất Đăng,,,
909,Chuyện Hẹn Hò,Đàm Vĩnh Hưng,,,
910,Chuyện Tình Của Biển,Trọng Tấn,,,
911,Chi Chi Chành Chành,Tốp Ca,,,
912,Chia Ly,Ngọc Huệ,,,
913,Chia Rẽ Đôi Nơi,Dân Ca Quan Họ Bắc Ninh,,,
914,Chia Tau Nhau Rồi,Hoàng Châu,,,
915,Chuyện Tình La Lan,Phi Nhung,,,
916,Chuyện Tình Lan Can,Akira Phan,,,
917,Chuyện Tình Lan Và Điệp 1,Trang Thanh Lan & Quang Bình,,,
918,Chuyện Tình Lan Và Điệp 2,Trang Thanh Lan,,,
919,Chuyện Tình Lan Và Điệp 3,Như Quỳnh,,,
920,Chuyện Tình Lan Và Điệp 4,Quách Tuấn Du,,,
921,Chuyện Tình Loài Hoa Biển,Chung Tử Lưu,,,
922,Chuyện Tình Lá Sầu Riêng,Phi Nhung,,,
